ApplicationNumber,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,MonthlyLoanPayment,MonthlyIncome,JobTenure,LoanApproved
12574,42,"$18,380.00",548,Employed,High School,"$29,539.00",60 months,Divorced,1,Own,0,Personal,0,,"$1,531.67",4,No
16573,42,"$81,801.00",616,Employed,Master,"$15,542.00",24 months,Married,2,Mortgage,0,Vehicle,0,$647.58,"$6,816.75",9,Yes
25545,42,"$253,770.00",669,Employed,Master,"$25,831.00",48 months,Widowed,0,Rent,0,Personal,0,$538.15,"$21,147.50",8,Yes
15603,42,"$179,777.00",552,Employed,Bachelor,"$41,387.00",36 months,Single,0,Mortgage,0,Home Improvement,0,,,5,Yes
12218,42,"$16,357.00",521,Self-Employed,High School,"$9,442.00",12 months,Divorced,2,Rent,0,Debt Consolidation,0,$786.83,"$1,363.08",5,No
17813,42,"$66,093.00",598,Employed,Diploma,"$30,836.00",48 months,Married,2,Other,0,Personal,1,,"$5,507.75",3,No
12246,42,"$46,792.00",588,Employed,Bachelor,"$23,324.00",36 months,Single,1,Own,0,Debt Consolidation,1,$647.89,"$3,899.33",4,No
20263,42,"$34,274.00",631,Employed,Doctorate,"$17,384.00",12 months,Single,2,Mortgage,0,Home Improvement,0,"$1,448.67","$2,856.17",4,No
22520,42,"$21,215.00",449,Employed,High School,"$63,142.00",60 months,Divorced,3,Rent,0,Debt Consolidation,0,"$1,052.37","$1,767.92",5,No
20918,42,"$22,992.00",592,Employed,Diploma,"$18,437.00",48 months,Single,2,Rent,0,Home Improvement,0,$384.10,"$1,916.00",7,No
13579,42,"$16,279.00",668,Self-Employed,Master,"$22,153.00",72 months,Married,2,Rent,0,Vehicle,0,$307.68,"$1,356.58",6,No
17462,42,"$41,411.00",487,,Master,"$28,627.00",60 months,Married,4,Mortgage,0,Personal,0,,"$3,450.92",7,No
17122,42,"$92,071.00",552,,Bachelor,"$28,863.00",12 months,Married,0,Mortgage,0,Debt Consolidation,0,"$2,405.25","$7,672.58",8,No
24681,42,"$55,389.00",580,Employed,High School,"$21,873.00",84 months,Married,1,Own,0,Home Improvement,0,$260.39,"$4,615.75",4,No
27728,42,"$30,245.00",588,Employed,Diploma,"$23,002.00",12 months,Single,0,Rent,0,Home Improvement,1,"$1,916.83","$2,520.42",6,No
22286,42,"$15,000.00",524,Employed,High School,"$10,635.00",60 months,Divorced,1,Own,0,Home Improvement,0,$177.25,"$1,250.00",6,No
29144,42,"$87,108.00",570,Employed,High School,"$43,118.00",24 months,Widowed,1,Rent,0,Debt Consolidation,0,"$1,796.58","$7,259.00",4,Yes
16140,42,"$22,451.00",614,Employed,High School,"$50,622.00",60 months,Single,0,Rent,0,Debt Consolidation,0,,"$1,870.92",7,No
10878,42,"$45,271.00",568,Employed,Doctorate,"$20,946.00",24 months,Married,2,Mortgage,0,Education,0,$872.75,"$3,772.58",3,No
28447,42,"$53,118.00",625,Employed,Bachelor,"$21,132.00",12 months,Single,0,Own,0,Vehicle,0,"$1,761.00",,5,No
17385,42,"$35,596.00",578,Employed,High School,"$24,487.00",72 months,Married,1,Own,0,Home Improvement,0,$340.10,"$2,966.33",5,No
20527,42,"$87,228.00",625,Employed,High School,"$23,629.00",36 months,Single,4,Own,0,Home Improvement,0,$656.36,"$7,269.00",4,Yes
24702,42,"$174,349.00",518,Employed,High School,"$46,978.00",48 months,Single,3,Other,0,Debt Consolidation,0,$978.71,"$14,529.08",0,Yes
27519,42,"$51,282.00",552,Employed,Bachelor,"$13,667.00",36 months,Married,0,Mortgage,0,Debt Consolidation,0,,"$4,273.50",4,Yes
22847,42,"$37,390.00",568,Employed,Diploma,"$10,203.00",120 months,Divorced,2,Mortgage,0,Debt Consolidation,0,$85.03,"$3,115.83",7,No
25287,42,"$76,172.00",627,Employed,Bachelor,"$21,583.00",84 months,Married,0,Own,0,Home Improvement,0,,"$6,347.67",4,No
29510,42,"$157,772.00",562,Employed,Bachelor,"$29,906.00",48 months,Single,2,Rent,0,Personal,1,$623.04,"$13,147.67",5,Yes
18320,42,"$74,540.00",592,Employed,Bachelor,"$31,811.00",36 months,Single,1,Rent,0,Debt Consolidation,0,,"$6,211.67",4,Yes
22108,42,"$86,024.00",612,Employed,Bachelor,"$14,812.00",36 months,Married,4,Own,0,Vehicle,0,,"$3,944.17",4,No
11412,42,"$32,497.00",630,,Bachelor,"$16,446.00",60 months,Married,0,Other,0,Personal,0,$274.10,,2,No
27143,42,"$39,490.00",578,Unemployed,High School,"$30,148.00",60 months,Married,0,Mortgage,0,Vehicle,0,,"$3,290.83",4,No
21384,42,"$42,827.00",493,Employed,Bachelor,"$22,891.00",24 months,Married,5,Other,0,Home Improvement,0,,"$3,568.92",5,No
13868,42,"$142,019.00",543,Employed,Bachelor,"$34,517.00",120 months,Married,0,Mortgage,0,Vehicle,0,$287.64,"$11,834.92",6,Yes
21527,42,"$52,614.00",611,Employed,Bachelor,"$23,693.00",48 months,Single,0,Own,0,Vehicle,0,$493.60,"$4,384.50",9,No
18586,42,"$54,946.00",570,Self-Employed,Bachelor,"$50,057.00",24 months,Married,1,Other,0,Debt Consolidation,0,"$2,085.71","$4,578.83",5,No
27487,42,"$51,648.00",589,Employed,High School,"$13,329.00",24 months,Married,1,Rent,0,Debt Consolidation,0,$555.38,"$4,304.00",4,No
11840,42,"$45,931.00",573,Employed,High School,"$9,258.00",72 months,Single,0,Mortgage,0,Debt Consolidation,0,$128.58,"$3,827.58",6,No
27537,42,"$28,814.00",613,Employed,Bachelor,"$44,160.00",60 months,Married,1,Mortgage,0,Personal,0,$736.00,"$2,401.17",7,No
23120,42,"$38,148.00",521,Employed,High School,"$19,434.00",48 months,Single,1,Mortgage,0,Home Improvement,0,$404.88,"$3,179.00",4,No
30317,42,"$36,834.00",532,Employed,Doctorate,"$10,705.00",60 months,Single,0,Own,0,Home Improvement,0,$178.42,"$3,069.50",5,No
17108,42,"$181,004.00",637,Employed,Doctorate,"$8,641.00",24 months,Married,3,Mortgage,0,Vehicle,0,$360.04,"$15,083.67",6,Yes
12662,42,"$59,734.00",548,,Master,"$24,802.00",24 months,Married,3,Rent,0,Vehicle,0,,"$4,977.83",5,No
13290,42,"$28,931.00",623,Employed,Diploma,"$22,224.00",108 months,Married,1,Mortgage,0,Vehicle,0,$205.78,"$2,410.92",10,No
11292,42,"$72,691.00",600,Employed,High School,"$18,465.00",36 months,Married,1,Mortgage,0,Home Improvement,1,,"$6,057.58",10,No
11765,42,"$77,167.00",556,Employed,High School,"$10,328.00",12 months,Married,1,Mortgage,0,Education,0,$860.67,"$6,430.58",5,Yes
14422,42,"$72,486.00",605,,Master,"$16,934.00",72 months,Single,2,Own,0,Personal,0,$235.19,"$6,040.50",8,Yes
26772,42,"$29,015.00",569,Employed,High School,"$24,597.00",48 months,Married,1,Rent,0,Home Improvement,0,$512.44,"$2,417.92",6,No
14378,42,"$50,292.00",542,Unemployed,Bachelor,"$19,247.00",72 months,Divorced,1,Mortgage,0,Home Improvement,0,$267.32,"$4,191.00",6,No
20562,42,"$57,225.00",587,Employed,High School,"$17,583.00",72 months,Divorced,3,Mortgage,0,Home Improvement,0,$244.21,"$4,768.75",3,No
26995,42,"$133,354.00",577,,High School,"$36,503.00",84 months,Divorced,0,Rent,0,Education,0,$434.56,"$11,112.83",3,Yes
24935,42,"$110,946.00",599,Employed,Diploma,"$19,488.00",12 months,Widowed,4,Mortgage,0,Debt Consolidation,1,"$1,624.00","$9,245.50",3,Yes
23313,42,"$41,593.00",597,Employed,Bachelor,"$47,478.00",48 months,Married,0,Rent,0,Vehicle,0,$989.13,"$3,466.08",5,No
16248,42,"$62,945.00",609,Self-Employed,Diploma,"$43,353.00",72 months,Divorced,1,Mortgage,0,Debt Consolidation,0,,,4,No
22772,42,"$76,598.00",494,Employed,Bachelor,"$9,837.00",60 months,Married,3,Mortgage,0,Debt Consolidation,0,$163.95,"$6,383.17",8,Yes
14834,42,"$98,184.00",607,Employed,Bachelor,"$18,957.00",84 months,Married,4,Mortgage,0,Debt Consolidation,0,,"$8,182.00",3,Yes
21873,42,"$64,100.00",580,,Master,"$20,905.00",48 months,Divorced,0,Own,0,Education,0,$435.52,"$5,341.67",5,Yes
29436,42,"$23,936.00",563,,Diploma,"$32,883.00",36 months,Single,0,Mortgage,0,Vehicle,0,,"$1,994.67",1,No
18239,42,"$86,273.00",613,,Master,"$15,395.00",36 months,Married,2,Rent,0,Debt Consolidation,0,$427.64,"$7,189.42",6,Yes
28867,42,"$62,117.00",522,Employed,Diploma,"$29,281.00",108 months,Divorced,1,Rent,0,Vehicle,0,$271.12,"$5,176.42",5,No
14554,42,"$55,430.00",592,Employed,Master,"$18,270.00",48 months,Single,1,Mortgage,0,Personal,0,$380.63,"$4,619.17",5,Yes
27950,42,"$22,615.00",596,,High School,"$19,130.00",48 months,Married,4,Mortgage,0,Debt Consolidation,0,$398.54,"$1,884.58",2,No
16521,42,"$53,365.00",482,Employed,Master,"$8,249.00",24 months,Single,3,Own,0,Home Improvement,0,$343.71,"$4,447.08",7,Yes
18013,42,"$63,166.00",623,,Bachelor,"$16,577.00",48 months,Single,0,Rent,0,Vehicle,0,$345.35,,3,Yes
12188,42,"$66,600.00",617,Employed,Master,"$13,826.00",60 months,Married,1,Rent,0,Vehicle,0,,"$3,383.92",5,No
13360,42,"$111,111.00",607,Unemployed,Bachelor,"$15,881.00",60 months,Single,1,Own,0,Vehicle,0,$264.68,"$9,259.25",2,Yes
10964,42,"$84,242.00",603,Employed,High School,"$24,333.00",84 months,Single,2,Rent,0,Education,0,$289.68,"$7,020.17",6,No
24052,42,"$73,931.00",623,Employed,Bachelor,"$13,721.00",60 months,Single,0,Mortgage,0,Debt Consolidation,0,$228.68,"$6,160.92",6,Yes
19286,42,"$26,833.00",609,Unemployed,High School,"$18,011.00",36 months,Married,0,Rent,0,Vehicle,0,$500.31,,6,No
14485,42,"$54,937.00",596,Employed,Bachelor,"$12,273.00",48 months,Divorced,1,Rent,0,Vehicle,1,$255.69,"$4,578.08",6,Yes
18485,42,"$30,996.00",570,Employed,High School,"$24,860.00",48 months,Single,1,Other,0,Home Improvement,0,$517.92,"$2,583.00",3,No
14265,42,"$49,631.00",621,Employed,Doctorate,"$33,627.00",36 months,Single,1,Own,0,Debt Consolidation,0,$934.08,"$4,135.92",4,No
11681,42,"$63,580.00",609,Self-Employed,Bachelor,"$40,097.00",36 months,Married,2,Own,0,Education,0,"$1,113.81","$5,298.33",5,Yes
23111,42,"$59,335.00",536,Self-Employed,Diploma,"$13,420.00",48 months,Married,1,Rent,0,Home Improvement,0,$279.58,"$4,944.58",3,No
16318,42,"$62,750.00",643,,Master,"$26,971.00",36 months,Single,4,Mortgage,0,Home Improvement,0,,"$5,229.17",5,Yes
14606,42,"$85,944.00",600,Employed,Bachelor,"$18,604.00",24 months,Divorced,3,Rent,0,Home Improvement,0,$775.17,,2,Yes
18945,42,"$53,715.00",619,,Diploma,"$38,264.00",24 months,Divorced,2,Other,0,Debt Consolidation,0,"$1,594.33","$4,476.25",8,No
25291,42,"$63,850.00",382,Employed,High School,"$19,771.00",36 months,Single,1,Mortgage,0,Education,0,$549.19,"$5,320.83",6,Yes
13749,42,"$65,735.00",625,Employed,High School,"$16,885.00",12 months,Married,2,Rent,0,Debt Consolidation,0,"$1,407.08","$5,477.92",7,Yes
25925,42,"$52,283.00",495,Employed,Bachelor,"$14,532.00",24 months,Married,3,Mortgage,0,Education,0,,,4,Yes
22787,42,"$34,908.00",581,,Bachelor,"$11,456.00",108 months,Married,4,Mortgage,0,Vehicle,0,$106.07,"$2,909.00",4,No
12087,42,"$103,883.00",492,Self-Employed,Diploma,"$7,950.00",36 months,Married,2,Rent,0,Vehicle,1,,"$8,656.92",9,Yes
22556,42,"$40,962.00",587,Employed,High School,"$31,712.00",72 months,Married,0,Rent,0,Home Improvement,0,$440.44,"$3,413.50",4,No
21733,42,"$148,345.00",569,Self-Employed,High School,"$40,198.00",60 months,Married,0,Mortgage,0,Debt Consolidation,1,,"$12,362.08",6,Yes
12474,42,"$33,051.00",508,Employed,High School,"$26,873.00",36 months,Married,0,Mortgage,0,Vehicle,0,$746.47,"$2,754.25",2,No
11159,42,"$21,588.00",508,Employed,Bachelor,"$22,746.00",36 months,Married,2,Rent,0,Education,0,,,4,No
19126,42,"$36,647.00",631,Self-Employed,Master,"$16,966.00",36 months,Married,1,Other,0,Personal,0,$471.28,"$3,053.92",6,No
16034,42,"$28,223.00",409,Employed,High School,"$15,878.00",36 months,Single,0,Mortgage,0,Education,0,$441.06,"$2,351.92",4,No
11378,42,"$124,912.00",640,Unemployed,Master,"$47,202.00",72 months,Single,1,Mortgage,0,Education,0,,"$10,409.33",5,No
14786,42,"$33,154.00",532,Employed,High School,"$45,412.00",48 months,Married,2,Mortgage,0,Home Improvement,0,$946.08,,7,No
11860,42,"$192,070.00",622,Employed,Bachelor,"$10,299.00",60 months,Widowed,3,Mortgage,0,Debt Consolidation,0,$171.65,"$16,005.83",5,Yes
26541,42,"$36,065.00",623,,Master,"$12,380.00",60 months,Widowed,2,Mortgage,0,Vehicle,0,$206.33,"$3,005.42",8,No
28830,42,"$81,275.00",589,Employed,Diploma,"$25,743.00",72 months,Divorced,0,Mortgage,0,Education,0,$357.54,"$6,772.92",2,No
17871,42,"$66,766.00",643,Employed,Bachelor,"$35,636.00",96 months,Single,0,Mortgage,0,Personal,0,,"$5,563.83",2,No
12506,42,"$42,677.00",546,Employed,Diploma,"$50,073.00",36 months,Married,4,Own,0,Vehicle,0,"$1,390.92","$3,556.42",4,No
27385,42,"$89,433.00",608,Employed,Master,"$19,845.00",48 months,Divorced,0,Rent,0,Home Improvement,1,$413.44,"$7,452.75",5,Yes
18898,42,"$87,544.00",475,Employed,Diploma,"$27,038.00",48 months,Single,3,Rent,0,Education,0,$563.29,"$7,295.33",1,Yes
28524,42,"$65,101.00",561,Employed,High School,"$14,945.00",60 months,Single,1,Rent,0,Vehicle,0,,"$5,425.08",3,No
11413,42,"$38,876.00",594,Employed,High School,"$11,051.00",120 months,Married,0,Own,0,Education,0,$92.09,"$3,239.67",3,No
21837,42,"$18,425.00",618,,High School,"$15,806.00",24 months,Single,2,Own,0,Home Improvement,1,$658.58,"$1,535.42",2,No
27663,42,"$17,093.00",490,Unemployed,High School,"$30,437.00",120 months,Single,2,Mortgage,0,Personal,0,$253.64,"$1,424.42",7,No
18657,42,"$36,948.00",574,Employed,Diploma,"$19,620.00",24 months,Divorced,2,Own,0,Debt Consolidation,0,$817.50,"$3,079.00",7,No
22061,42,"$38,486.00",578,Employed,Master,"$29,515.00",84 months,Single,0,Own,0,Vehicle,0,$351.37,,3,No
28341,42,"$24,406.00",602,Unemployed,Diploma,"$11,705.00",48 months,Married,2,Rent,0,Education,0,$243.85,"$2,033.83",4,No
26811,42,"$87,702.00",548,,Diploma,"$43,107.00",60 months,Married,1,Mortgage,0,Personal,0,,"$7,308.50",5,No
10867,42,"$20,078.00",611,Self-Employed,High School,"$23,166.00",60 months,Married,1,Mortgage,0,Vehicle,0,,"$1,673.17",4,No
24934,42,"$65,255.00",601,Employed,Diploma,"$43,847.00",96 months,Single,3,Other,0,Education,0,$456.74,"$5,437.92",3,No
22698,42,"$34,943.00",597,Employed,Diploma,"$21,882.00",84 months,Divorced,2,Other,0,Home Improvement,0,,"$2,911.92",5,No
19954,42,"$58,386.00",425,Employed,Master,"$9,822.00",36 months,Married,2,Mortgage,0,Vehicle,0,$272.83,"$4,865.50",1,Yes
13544,42,"$18,500.00",498,Employed,Bachelor,"$10,850.00",36 months,Divorced,0,Mortgage,0,Home Improvement,0,$301.39,"$1,541.67",5,No
20805,42,"$27,404.00",582,Employed,Bachelor,"$16,656.00",48 months,Single,2,Rent,0,Vehicle,0,$347.00,,9,No
13247,42,"$58,438.00",637,Employed,Diploma,"$7,873.00",60 months,Married,1,Mortgage,0,Education,0,$131.22,,5,Yes
20164,42,"$69,643.00",595,Employed,Bachelor,"$25,930.00",120 months,Married,0,Rent,0,Home Improvement,0,$216.08,"$5,803.58",5,No
28088,42,"$172,086.00",537,,Bachelor,"$26,745.00",96 months,Widowed,1,Own,0,Education,1,,"$14,340.50",4,No
26186,42,"$67,682.00",493,Employed,High School,"$7,398.00",48 months,Married,0,Mortgage,0,Debt Consolidation,0,,,5,Yes
26936,42,"$47,594.00",601,Employed,Master,"$15,746.00",84 months,Single,0,Mortgage,0,Debt Consolidation,0,,"$3,966.17",0,No
28408,42,"$19,212.00",562,Employed,High School,"$15,394.00",48 months,Divorced,1,Mortgage,0,Personal,0,$320.71,"$1,601.00",5,No
12424,42,"$71,507.00",625,Employed,Master,"$29,432.00",36 months,Married,1,Mortgage,0,Education,0,$817.56,"$5,958.92",4,Yes
18023,42,"$35,367.00",599,,Bachelor,"$13,105.00",60 months,Married,2,Mortgage,0,Debt Consolidation,0,$218.42,"$2,947.25",4,No
17772,42,"$108,352.00",557,Employed,Diploma,"$23,661.00",60 months,Divorced,0,Rent,0,Personal,0,,,7,Yes
29807,42,"$43,785.00",556,Employed,Doctorate,"$18,041.00",48 months,Widowed,0,Mortgage,0,Debt Consolidation,0,$375.85,"$3,648.75",4,No
25260,42,"$17,856.00",523,Unemployed,High School,"$14,921.00",84 months,Divorced,0,Mortgage,0,Vehicle,0,$177.63,"$1,488.00",5,No
19013,42,"$67,764.00",566,Self-Employed,High School,"$23,922.00",48 months,Single,3,Mortgage,0,Debt Consolidation,0,,,3,No
19149,42,"$46,596.00",647,Employed,Bachelor,"$35,432.00",120 months,Married,4,Other,0,Vehicle,0,,"$3,883.00",5,No
14788,42,"$56,992.00",587,Unemployed,Bachelor,"$23,130.00",12 months,Single,0,Rent,0,Debt Consolidation,0,,"$4,749.33",4,No
26107,42,"$32,941.00",532,,Diploma,"$14,024.00",60 months,Single,1,Mortgage,0,Debt Consolidation,0,$233.73,"$2,745.08",1,No
14552,42,"$98,264.00",642,Employed,Master,"$21,873.00",48 months,Widowed,1,Mortgage,0,Home Improvement,0,$455.69,"$8,188.67",4,Yes
30204,42,"$23,753.00",604,Employed,Bachelor,"$26,635.00",12 months,Married,1,Rent,0,Debt Consolidation,0,,,2,No
22939,42,"$61,743.00",608,Unemployed,High School,"$25,164.00",24 months,Married,3,Mortgage,0,Vehicle,0,,"$5,145.25",1,No
11516,42,"$25,268.00",638,Employed,Master,"$11,956.00",60 months,Widowed,3,Mortgage,0,Vehicle,0,$199.27,"$2,105.67",4,No
11077,42,"$51,631.00",522,Employed,Diploma,"$21,057.00",48 months,Single,1,Mortgage,0,Vehicle,0,$438.69,"$4,302.58",3,No
15389,42,"$25,169.00",590,,Bachelor,"$17,936.00",60 months,Single,0,Own,0,Debt Consolidation,0,$298.93,"$2,097.42",4,No
20484,42,"$35,129.00",563,Employed,High School,"$15,418.00",36 months,Single,2,Mortgage,0,Home Improvement,1,$428.28,"$2,927.42",5,No
17381,42,"$32,620.00",594,,Master,"$29,080.00",72 months,Married,1,Mortgage,0,Home Improvement,1,$403.89,,4,No
21598,42,"$58,523.00",589,Employed,High School,"$19,393.00",24 months,Divorced,3,Mortgage,0,Home Improvement,0,$808.04,"$4,876.92",3,No
11420,42,"$61,100.00",554,,Diploma,"$52,287.00",24 months,Married,5,Own,0,Education,0,"$2,178.63","$5,091.67",5,No
21747,42,"$63,026.00",466,Unemployed,High School,"$15,287.00",60 months,Single,0,Mortgage,0,Home Improvement,0,$254.78,"$5,252.17",7,No
21178,42,"$68,683.00",630,Employed,Doctorate,"$15,061.00",36 months,Married,2,Mortgage,0,Home Improvement,0,$418.36,"$5,723.58",5,Yes
21115,42,"$50,777.00",589,Employed,High School,"$21,537.00",36 months,Single,4,Rent,0,Debt Consolidation,0,$598.25,"$4,231.42",5,No
21312,42,"$27,757.00",464,Employed,High School,"$19,805.00",60 months,Single,1,Rent,0,Education,0,,"$2,313.08",4,No
19451,42,"$56,207.00",578,Employed,Diploma,"$34,062.00",48 months,Single,3,Rent,0,Home Improvement,0,,,7,No
23470,42,"$15,000.00",517,Employed,High School,"$20,281.00",48 months,Single,3,Mortgage,0,Vehicle,0,$422.52,"$1,250.00",6,No
24499,42,"$114,878.00",602,Employed,Diploma,"$39,198.00",48 months,Widowed,2,Other,0,Education,0,$816.63,"$9,573.17",7,Yes
27834,42,"$100,682.00",579,Employed,High School,"$41,719.00",60 months,Married,3,Other,0,Personal,0,$695.32,"$8,390.17",7,No
25319,42,"$63,041.00",617,Self-Employed,Doctorate,"$17,703.00",60 months,Married,2,Other,0,Education,0,$295.05,"$5,253.42",4,Yes
21146,42,"$114,545.00",512,Unemployed,Bachelor,"$17,014.00",12 months,Divorced,4,Own,0,Vehicle,0,"$1,417.83","$9,545.42",6,Yes
12654,42,"$57,297.00",567,Employed,Bachelor,"$14,783.00",84 months,Single,3,Rent,0,Debt Consolidation,0,$175.99,"$4,774.75",4,No
20411,42,"$54,851.00",632,Employed,Diploma,"$13,083.00",36 months,Single,2,Other,0,Home Improvement,1,$363.42,"$4,570.92",5,No
30190,42,"$55,409.00",614,,Doctorate,"$15,348.00",36 months,Single,2,Rent,0,Debt Consolidation,0,$426.33,"$4,617.42",4,No
14412,42,"$28,239.00",526,Employed,High School,"$24,857.00",36 months,Married,3,Rent,0,Home Improvement,0,$690.47,"$2,353.25",7,no
20452,42,"$100,764.00",630,Employed,Diploma,"$13,615.00",60 months,Married,0,Mortgage,0,Vehicle,0,,"$8,397.00",1,Yes
24600,42,"$98,734.00",526,Employed,High School,"$31,728.00",72 months,Married,1,Own,0,Home Improvement,0,$440.67,"$8,227.83",4,No
20287,42,"$17,097.00",467,Employed,Master,"$61,089.00",36 months,Married,1,Own,0,Home Improvement,0,"$1,696.92","$1,424.75",2,No
22663,42,"$36,270.00",619,,Master,"$21,914.00",24 months,Married,1,Other,0,Personal,0,,"$3,022.50",6,No
19081,42,"$24,858.00",425,Employed,High School,"$18,771.00",96 months,Single,2,Rent,0,Vehicle,0,$195.53,"$2,071.50",5,No
21435,42,"$80,005.00",571,Employed,High School,"$14,166.00",48 months,Married,0,Mortgage,0,Personal,1,$295.13,"$6,667.08",6,No
20127,42,"$100,757.00",609,Employed,High School,"$24,936.00",36 months,Single,0,Rent,0,Education,0,$692.67,,4,Yes
15416,42,"$68,949.00",520,,High School,"$41,137.00",48 months,Married,3,Mortgage,0,Home Improvement,0,$857.02,"$5,745.75",4,No
28761,42,"$15,000.00",611,Employed,High School,"$44,527.00",24 months,Married,5,Rent,0,Education,0,,"$1,250.00",7,No
14882,42,"$55,126.00",550,Self-Employed,Bachelor,"$31,647.00",48 months,Married,1,Mortgage,0,Home Improvement,0,$659.31,"$4,593.83",1,No
29450,42,"$80,378.00",531,Employed,Diploma,"$22,950.00",24 months,Married,0,Other,0,Vehicle,0,,"$6,698.17",5,No
11512,42,"$84,598.00",579,Employed,High School,"$25,870.00",24 months,Divorced,3,Rent,0,Home Improvement,0,,"$7,049.83",2,No
10777,42,"$28,481.00",632,,Master,"$12,820.00",36 months,Married,0,Rent,0,Debt Consolidation,0,$356.11,"$2,373.42",9,No
21530,42,"$70,053.00",545,,Master,"$44,134.00",36 months,Married,1,Other,0,Vehicle,0,"$1,225.94","$5,837.75",7,No
20946,42,"$96,629.00",461,Employed,Doctorate,"$38,438.00",12 months,Single,1,Other,0,Home Improvement,0,"$3,203.17","$8,052.42",4,Yes
12526,42,"$28,030.00",561,Employed,Bachelor,"$26,547.00",96 months,Married,4,Rent,0,Debt Consolidation,0,$276.53,"$2,335.83",4,No
23980,42,"$54,375.00",643,Employed,Bachelor,"$14,442.00",24 months,Single,1,Mortgage,0,Debt Consolidation,0,$601.75,,2,Yes
16496,42,"$88,969.00",549,Employed,Master,"$59,693.00",24 months,Widowed,0,Rent,0,Education,0,"$2,487.21","$7,414.08",7,No
28147,42,"$35,812.00",522,Employed,High School,"$22,028.00",72 months,Married,0,Rent,0,Education,0,$305.94,,10,No
27515,42,"$76,019.00",514,,Bachelor,"$13,750.00",36 months,Single,1,Own,0,Vehicle,0,$381.94,,4,Yes
16910,42,"$30,414.00",513,,High School,"$30,020.00",48 months,Single,0,Own,0,Debt Consolidation,0,$625.42,"$2,534.50",6,No
27266,42,"$83,957.00",541,,Doctorate,"$16,385.00",72 months,Married,3,Mortgage,0,Education,0,$227.57,"$6,996.42",3,Yes
12332,42,"$87,136.00",554,Employed,Diploma,"$19,287.00",36 months,Divorced,4,Own,0,Home Improvement,0,$535.75,"$7,261.33",3,Yes
21576,42,"$18,638.00",592,Employed,High School,"$42,895.00",72 months,Single,3,Rent,0,Debt Consolidation,0,,"$1,553.17",5,No
18304,42,"$69,669.00",643,Employed,Master,"$70,241.00",12 months,Divorced,0,Mortgage,0,Debt Consolidation,0,"$5,853.42","$5,805.75",6,No
18007,42,"$35,398.00",591,Employed,Bachelor,"$30,254.00",24 months,Married,0,Rent,0,Personal,0,"$1,260.58","$2,949.83",3,No
13821,42,"$21,604.00",560,Employed,Bachelor,"$35,368.00",84 months,Single,3,Rent,0,Education,0,$421.05,"$1,800.33",7,No
17171,42,"$62,554.00",518,Employed,Doctorate,"$13,308.00",72 months,Divorced,0,Other,0,Vehicle,1,$184.83,"$5,212.83",3,Yes
13965,42,"$55,429.00",584,Employed,Bachelor,"$10,953.00",36 months,Single,2,Rent,0,Debt Consolidation,0,,"$4,619.08",3,Yes
28754,42,"$30,978.00",574,Employed,Doctorate,"$11,829.00",72 months,Single,0,Rent,0,Home Improvement,0,,"$2,581.50",4,Yes
29569,42,"$34,345.00",606,Employed,Master,"$10,892.00",48 months,Divorced,0,Rent,0,Personal,0,$226.92,"$2,862.08",4,No
13703,42,"$56,847.00",627,Employed,High School,"$31,875.00",24 months,Single,1,Mortgage,0,Debt Consolidation,0,"$1,328.13",,8,No
16372,42,"$53,054.00",629,Employed,Bachelor,"$35,067.00",36 months,Single,1,Mortgage,0,Debt Consolidation,0,$974.08,"$4,421.17",3,No
17733,42,"$24,671.00",634,Employed,Diploma,"$25,993.00",48 months,Divorced,3,Mortgage,0,Debt Consolidation,0,$541.52,"$2,055.92",4,No
30450,42,"$82,816.00",607,Employed,Bachelor,"$101,513.00",48 months,Married,1,Mortgage,0,Education,0,"$2,114.85","$6,901.33",7,No
11699,42,"$45,171.00",497,Employed,Master,"$28,034.00",36 months,Divorced,2,Mortgage,0,Home Improvement,0,$778.72,"$3,764.25",5,No
21105,42,"$39,371.00",558,Employed,Doctorate,"$13,726.00",84 months,Married,0,Mortgage,0,Home Improvement,0,$163.40,,4,No
26588,42,"$122,613.00",650,Employed,Master,"$25,800.00",36 months,Divorced,1,Rent,0,Personal,0,,,5,Yes
11896,42,"$39,789.00",541,Employed,Diploma,"$25,561.00",24 months,Married,1,Rent,0,Education,0,"$1,065.04",,5,No
12935,42,"$47,084.00",587,Employed,High School,"$29,300.00",108 months,Single,0,Other,0,Home Improvement,0,$271.30,"$3,923.67",4,No
23553,42,"$70,758.00",575,Employed,Diploma,"$18,221.00",60 months,Single,2,Rent,0,Home Improvement,0,$303.68,"$3,161.42",5,No
18901,42,"$163,122.00",611,Employed,Bachelor,"$30,355.00",72 months,Married,1,Mortgage,0,Debt Consolidation,0,$421.60,"$13,593.50",9,Yes
25736,42,"$79,496.00",630,Unemployed,Bachelor,"$21,809.00",36 months,Single,4,Other,0,Education,0,$605.81,"$6,624.67",7,Yes
21666,42,"$134,942.00",616,,Master,"$12,734.00",36 months,Single,0,Own,0,Home Improvement,0,,"$11,245.17",2,Yes
15681,42,"$92,641.00",629,Employed,High School,"$10,875.00",72 months,Single,2,Mortgage,0,Home Improvement,0,$151.04,,1,Yes
